,tucaseid,tulineno,eeincome1,erbmi,erhhch,erincome,erspemch,ertpreat,ertseat,ethgt,etwgt,eudietsoda,eudrink,eueat,euexercise,euexfreq,eufastfd,eufastfdfrq,euffyday,eufdsit,eufinlwgt,eusnap,eugenhth,eugroshp,euhgt,euinclvl,euincome2,eumeat,eumilk,euprpmel,eusoda,eustores,eustreason,eutherm,euwgt,euwic,exincome1
7819,20140908141166,1,1.0,36.200001,3,1.0,5.0,30,20,0.0,0.0,1.0,1,1,1.0,5.0,1.0,4.0,1.0,1.0,6735844.0,2.0,2.0,2,70.0,5,,,,2.0,1.0,,,,252.0,,0.0
7820,20140908141169,1,2.0,36.799999,3,5.0,,75,5,0.0,0.0,,2,1,2.0,,2.0,,,3.0,4360055.0,2.0,5.0,1,67.0,5,3.0,1.0,2.0,1.0,,1.0,2.0,2.0,235.0,,0.0
7821,20140908141178,1,1.0,23.0,3,1.0,5.0,85,0,0.0,0.0,,1,2,1.0,3.0,2.0,,,1.0,24400000.0,2.0,1.0,2,63.0,5,,1.0,2.0,3.0,2.0,,,2.0,130.0,,0.0
7822,20140908141180,1,2.0,30.0,3,5.0,,70,0,0.0,0.0,2.0,1,2,2.0,,1.0,1.0,2.0,1.0,8427884.0,2.0,4.0,2,62.0,5,2.0,,,2.0,1.0,,,,164.0,,0.0
7823,20140908141182,1,2.0,27.4,3,5.0,,50,3,0.0,0.0,,1,1,2.0,,1.0,5.0,1.0,1.0,9396450.0,2.0,3.0,1,73.0,5,2.0,1.0,2.0,1.0,-2.0,-2.0,,2.0,208.0,,0.0
7824,20140908141186,1,2.0,31.6,3,5.0,4.0,35,0,0.0,0.0,,1,2,2.0,,2.0,,,2.0,6491031.0,1.0,5.0,3,66.0,5,2.0,,,2.0,2.0,1.0,1.0,,196.0,2.0,0.0
7825,20140908141188,1,2.0,35.099998,1,5.0,,45,0,0.0,0.0,,2,2,2.0,,2.0,,,1.0,1856031.0,2.0,2.0,1,62.0,5,2.0,1.0,2.0,1.0,,2.0,2.0,1.0,192.0,2.0,0.0
7826,20140908141196,1,1.0,30.700001,3,1.0,,10,15,0.0,0.0,,2,1,1.0,4.0,2.0,,,1.0,1587442.0,2.0,1.0,1,66.0,5,,1.0,2.0,1.0,,2.0,1.0,2.0,190.0,2.0,0.0
7827,20140908141199,1,1.0,21.0,3,1.0,5.0,30,10,0.0,0.0,,1,1,1.0,7.0,2.0,,,1.0,3204305.0,2.0,2.0,1,66.0,5,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,130.0,2.0,0.0
7828,20140908141200,1,2.0,26.5,3,5.0,5.0,45,0,0.0,0.0,,2,2,1.0,3.0,1.0,4.0,2.0,1.0,4117775.0,2.0,1.0,1,62.0,5,3.0,1.0,2.0,1.0,,1.0,2.0,2.0,145.0,2.0,0.0
7829,20140908141201,1,1.0,26.700001,3,1.0,,80,0,0.0,0.0,1.0,1,2,1.0,7.0,1.0,3.0,1.0,1.0,6171613.0,2.0,3.0,1,59.0,5,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,132.0,,0.0
7830,20140908141208,1,2.0,,3,5.0,,100,0,,0.0,,2,2,2.0,,2.0,,,1.0,1253774.0,2.0,3.0,1,-2.0,5,2.0,1.0,2.0,1.0,,2.0,1.0,2.0,118.0,,0.0
7831,20140908141216,1,3.0,21.700001,3,2.0,,60,0,0.0,0.0,,1,2,1.0,3.0,2.0,,,1.0,2433416.0,2.0,3.0,1,61.0,5,,1.0,2.0,1.0,2.0,3.0,1.0,2.0,115.0,2.0,0.0
7832,20140908141218,1,1.0,25.799999,1,1.0,5.0,90,15,0.0,0.0,1.0,1,1,1.0,1.0,1.0,7.0,2.0,1.0,2740876.0,2.0,3.0,1,69.0,5,,1.0,2.0,1.0,1.0,1.0,2.0,2.0,175.0,2.0,0.0
7833,20140908141223,1,1.0,,3,1.0,5.0,30,30,0.0,,2.0,1,1,2.0,,1.0,1.0,1.0,1.0,21300000.0,2.0,4.0,1,62.0,5,,1.0,1.0,1.0,1.0,1.0,6.0,2.0,-3.0,2.0,0.0
7834,20140908141224,1,1.0,19.5,3,1.0,5.0,103,10,0.0,0.0,,1,1,1.0,6.0,2.0,,,1.0,12900000.0,2.0,2.0,1,66.0,5,,2.0,2.0,1.0,2.0,1.0,2.0,,121.0,,0.0
7835,20140908141226,1,1.0,30.700001,3,1.0,,60,15,0.0,0.0,,1,1,1.0,1.0,1.0,6.0,2.0,1.0,1836196.0,2.0,3.0,1,71.0,5,,1.0,2.0,1.0,2.0,2.0,1.0,2.0,220.0,,0.0
7836,20140908141228,1,2.0,22.0,1,3.0,,30,0,0.0,0.0,,1,2,1.0,6.0,1.0,1.0,2.0,1.0,7359427.0,2.0,1.0,1,63.0,5,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,124.0,2.0,0.0
7837,20140908141229,1,2.0,25.6,3,2.0,,70,0,0.0,0.0,2.0,1,2,2.0,,1.0,1.0,2.0,1.0,10800000.0,2.0,4.0,2,62.0,5,-2.0,,,2.0,1.0,,,,140.0,2.0,0.0
7838,20140908141232,1,2.0,22.799999,3,5.0,,15,10,0.0,0.0,,2,1,1.0,2.0,1.0,2.0,2.0,1.0,2471292.0,2.0,3.0,1,68.0,5,2.0,1.0,2.0,1.0,,1.0,1.0,2.0,150.0,,0.0
7839,20140908141234,1,1.0,25.1,3,1.0,,140,0,0.0,0.0,,1,2,1.0,2.0,1.0,2.0,2.0,1.0,9207210.0,2.0,3.0,1,71.0,5,,1.0,2.0,1.0,2.0,1.0,6.0,2.0,180.0,,0.0
7840,20140908141239,1,2.0,29.5,3,3.0,5.0,80,0,0.0,0.0,,2,2,1.0,2.0,1.0,1.0,2.0,1.0,20600000.0,2.0,2.0,2,69.0,5,1.0,1.0,2.0,1.0,,,,2.0,200.0,,0.0
7841,20140908141241,1,1.0,34.799999,3,1.0,3.0,165,0,0.0,0.0,,1,2,2.0,,1.0,3.0,1.0,1.0,10600000.0,2.0,1.0,1,64.0,5,,1.0,2.0,1.0,2.0,2.0,4.0,2.0,203.0,,0.0
7842,20140908141248,1,1.0,23.0,3,1.0,,24,10,0.0,0.0,,1,1,1.0,4.0,2.0,,,1.0,3610451.0,2.0,2.0,1,73.0,5,,1.0,2.0,1.0,2.0,1.0,1.0,2.0,174.0,,0.0
7843,20140908141249,1,1.0,44.599998,3,1.0,5.0,85,1,0.0,0.0,,1,1,1.0,3.0,1.0,2.0,2.0,1.0,11700000.0,2.0,3.0,1,64.0,5,,1.0,2.0,1.0,2.0,2.0,1.0,1.0,260.0,2.0,0.0
7844,20140908141255,1,1.0,32.599998,3,1.0,3.0,0,35,0.0,0.0,,1,1,1.0,6.0,2.0,,,1.0,3697463.0,2.0,2.0,1,63.0,5,,1.0,2.0,1.0,2.0,1.0,3.0,2.0,184.0,2.0,0.0
7845,20140908141260,1,1.0,25.1,3,1.0,5.0,50,5,0.0,0.0,,2,1,1.0,2.0,1.0,1.0,1.0,1.0,2862697.0,2.0,2.0,1,68.0,5,,1.0,2.0,1.0,,1.0,2.0,2.0,165.0,2.0,0.0
7846,20140908141261,1,2.0,39.200001,3,2.0,,105,0,0.0,0.0,,1,2,1.0,7.0,1.0,1.0,1.0,1.0,3805088.0,1.0,4.0,1,67.0,5,-2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,250.0,2.0,0.0
7847,20140908141262,1,1.0,20.0,3,1.0,,0,65,0.0,0.0,,1,1,1.0,7.0,2.0,,,1.0,1611354.0,2.0,1.0,1,65.0,5,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,120.0,2.0,0.0
7848,20140908141263,1,1.0,24.299999,3,1.0,4.0,0,260,0.0,0.0,,2,1,1.0,5.0,1.0,2.0,2.0,1.0,3407315.0,2.0,1.0,2,67.0,5,,1.0,2.0,3.0,,,,1.0,155.0,2.0,0.0
7849,20140908141274,1,2.0,33.400002,3,5.0,,20,0,0.0,0.0,,1,2,2.0,,2.0,,,2.0,1120515.0,1.0,4.0,1,68.0,5,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,220.0,,0.0
7850,20140908141275,1,1.0,22.200001,1,1.0,,70,15,0.0,0.0,,2,1,2.0,,1.0,1.0,2.0,1.0,1286804.0,2.0,2.0,1,72.0,5,,1.0,2.0,1.0,,1.0,1.0,2.0,164.0,2.0,0.0
7851,20140908141278,1,2.0,28.700001,1,5.0,,30,10,0.0,0.0,,2,1,2.0,,1.0,2.0,2.0,1.0,4652043.0,1.0,3.0,1,62.0,5,2.0,1.0,2.0,1.0,,2.0,1.0,2.0,157.0,1.0,0.0
7852,20140908141279,1,1.0,24.299999,3,1.0,1.0,70,15,0.0,0.0,,1,1,1.0,5.0,2.0,,,1.0,8214070.0,2.0,2.0,1,67.0,5,,1.0,2.0,3.0,2.0,1.0,2.0,2.0,155.0,2.0,0.0
7853,20140908141281,1,-3.0,28.299999,2,,,105,0,0.0,0.0,,2,2,2.0,,1.0,5.0,2.0,1.0,7010027.0,2.0,3.0,1,65.0,5,-3.0,1.0,2.0,1.0,,1.0,3.0,2.0,170.0,,3.0
7854,20140908141283,1,2.0,29.9,3,5.0,,30,20,0.0,0.0,,1,1,2.0,,2.0,,,1.0,24200000.0,2.0,3.0,1,66.0,5,3.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,185.0,,0.0
7855,20140908141284,1,2.0,30.0,3,5.0,1.0,50,0,0.0,0.0,,1,2,2.0,,1.0,1.0,2.0,1.0,3701847.0,2.0,4.0,1,64.0,5,3.0,1.0,2.0,1.0,2.0,2.0,6.0,2.0,175.0,2.0,0.0
7856,20140908141285,1,2.0,30.299999,3,5.0,,30,0,0.0,0.0,,1,2,2.0,,2.0,,,1.0,6171603.0,2.0,3.0,1,66.0,5,2.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,188.0,,0.0
7857,20140908141288,1,2.0,21.1,3,3.0,5.0,35,5,0.0,0.0,,1,1,1.0,6.0,2.0,,,1.0,3372973.0,2.0,2.0,1,67.0,5,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,135.0,2.0,0.0
7858,20140908141296,1,1.0,27.5,3,1.0,,240,3,0.0,0.0,,1,1,2.0,,1.0,15.0,2.0,1.0,12300000.0,2.0,1.0,2,64.0,5,1.0,1.0,2.0,3.0,2.0,,,2.0,160.0,2.0,71.0
7859,20140908141299,1,2.0,32.799999,3,3.0,,120,0,0.0,0.0,2.0,1,2,2.0,,1.0,2.0,1.0,1.0,9154950.0,2.0,3.0,1,63.0,5,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,185.0,,0.0
7860,20140908141300,1,1.0,35.200001,3,1.0,,15,0,0.0,0.0,,2,2,2.0,,1.0,2.0,1.0,1.0,4802425.0,2.0,3.0,1,70.0,5,,1.0,1.0,1.0,,1.0,2.0,2.0,245.0,,0.0
7861,20140908141301,1,2.0,34.599998,3,5.0,,20,10,0.0,0.0,,1,1,1.0,1.0,1.0,1.0,2.0,1.0,21300000.0,2.0,4.0,1,61.0,5,3.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,183.0,2.0,0.0
7862,20140908141302,1,2.0,27.299999,3,5.0,5.0,45,0,2.0,0.0,,2,2,1.0,4.0,2.0,,,1.0,7229288.0,2.0,3.0,1,56.0,5,3.0,1.0,2.0,1.0,,2.0,4.0,2.0,122.0,,0.0
7863,20140908141303,1,1.0,25.799999,1,1.0,5.0,30,10,0.0,0.0,,1,1,1.0,2.0,1.0,1.0,2.0,1.0,25900000.0,2.0,3.0,3,70.0,5,,1.0,2.0,3.0,2.0,1.0,4.0,1.0,180.0,2.0,0.0
7864,20140908141304,1,2.0,35.400002,3,5.0,5.0,25,20,0.0,0.0,,1,1,1.0,3.0,2.0,,,1.0,4858443.0,1.0,2.0,3,63.0,5,3.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,200.0,,0.0
7865,20140908141306,1,1.0,32.900002,3,1.0,5.0,45,90,0.0,0.0,,2,1,1.0,7.0,2.0,,,1.0,13000000.0,2.0,1.0,1,67.0,5,,1.0,2.0,3.0,,2.0,2.0,2.0,210.0,,0.0
7866,20140908141309,1,2.0,34.099998,3,5.0,,65,0,0.0,0.0,,2,2,2.0,,2.0,,,1.0,6892725.0,1.0,4.0,1,69.0,5,2.0,1.0,2.0,1.0,,1.0,1.0,2.0,231.0,,0.0
7867,20140908141311,1,1.0,23.700001,3,1.0,,10,0,0.0,0.0,,2,2,1.0,5.0,2.0,,,1.0,2321637.0,2.0,2.0,1,71.0,5,,2.0,2.0,1.0,,1.0,2.0,,170.0,,0.0
7868,20140908141313,1,1.0,34.5,3,1.0,5.0,35,2,0.0,0.0,,1,1,2.0,,1.0,8.0,1.0,1.0,6096060.0,2.0,3.0,1,67.0,5,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,220.0,2.0,0.0
7869,20140908141318,1,3.0,31.0,3,2.0,5.0,45,0,0.0,0.0,,2,2,2.0,,1.0,1.0,2.0,1.0,9210175.0,2.0,4.0,1,63.0,5,,1.0,2.0,1.0,,1.0,4.0,2.0,175.0,2.0,0.0
7870,20140908141321,1,1.0,30.700001,3,1.0,5.0,60,3,0.0,0.0,,2,1,1.0,5.0,1.0,1.0,1.0,1.0,4161412.0,2.0,2.0,3,66.0,5,,1.0,2.0,3.0,,2.0,3.0,2.0,190.0,,0.0
7871,20140908141326,1,3.0,22.9,3,2.0,4.0,180,15,0.0,0.0,,1,1,2.0,,2.0,,,1.0,9245944.0,2.0,4.0,2,62.0,5,,,,2.0,2.0,,,,125.0,1.0,0.0
7872,20140908141329,1,1.0,38.400002,3,1.0,5.0,40,0,0.0,0.0,2.0,1,2,2.0,,1.0,4.0,1.0,1.0,8603979.0,1.0,3.0,1,69.0,5,,1.0,2.0,1.0,1.0,1.0,2.0,2.0,260.0,2.0,0.0
7873,20140908141333,1,1.0,30.5,3,1.0,5.0,135,0,0.0,0.0,,2,2,1.0,5.0,1.0,2.0,2.0,1.0,2586212.0,2.0,1.0,3,72.0,5,,,,2.0,,2.0,4.0,,225.0,2.0,0.0
7874,20140908141339,1,2.0,29.799999,3,3.0,5.0,490,0,0.0,0.0,2.0,1,2,1.0,4.0,1.0,1.0,1.0,1.0,4203728.0,2.0,3.0,1,67.0,5,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,190.0,2.0,0.0
7875,20140908141342,1,1.0,34.0,1,1.0,5.0,170,0,0.0,0.0,,1,2,1.0,5.0,1.0,1.0,2.0,1.0,9256651.0,2.0,2.0,2,69.0,5,,1.0,2.0,3.0,2.0,,,2.0,230.0,,0.0
7876,20140908141343,1,1.0,33.400002,1,1.0,5.0,25,0,0.0,0.0,,1,2,1.0,3.0,2.0,,,1.0,9665533.0,2.0,2.0,1,68.0,5,,1.0,2.0,1.0,2.0,3.0,1.0,2.0,220.0,2.0,0.0
7877,20140908141348,1,1.0,29.799999,3,1.0,5.0,25,5,0.0,0.0,,1,1,2.0,,2.0,,,1.0,7008391.0,2.0,2.0,3,72.0,5,,1.0,1.0,3.0,2.0,1.0,2.0,2.0,220.0,2.0,0.0
7878,20140908141350,1,1.0,26.4,3,1.0,,65,0,0.0,0.0,1.0,1,2,1.0,6.0,2.0,,,1.0,2664930.0,2.0,2.0,1,70.0,5,,1.0,2.0,1.0,1.0,1.0,3.0,2.0,184.0,,0.0
7879,20140908141352,1,2.0,28.1,3,5.0,5.0,20,0,0.0,0.0,,2,2,2.0,,2.0,,,1.0,4682754.0,2.0,3.0,1,64.0,5,3.0,1.0,2.0,1.0,,5.0,1.0,-2.0,164.0,,0.0
7880,20140908141354,1,-2.0,18.200001,3,,,235,30,0.0,0.0,,1,1,1.0,7.0,2.0,,,1.0,14500000.0,2.0,3.0,2,68.0,5,-2.0,1.0,2.0,1.0,2.0,,,2.0,120.0,,2.0
7881,20140908141355,1,1.0,,1,1.0,,30,5,0.0,,1.0,1,1,2.0,,1.0,2.0,2.0,1.0,3045909.0,2.0,3.0,1,64.0,5,,1.0,2.0,1.0,1.0,2.0,4.0,2.0,-2.0,2.0,0.0
7882,20140908141370,1,1.0,28.4,3,1.0,,85,15,0.0,0.0,,2,1,1.0,7.0,2.0,,,1.0,5107082.0,2.0,2.0,1,69.0,5,,1.0,2.0,1.0,,5.0,3.0,2.0,192.0,,0.0
7883,20140908141376,1,1.0,30.0,3,1.0,,55,0,0.0,0.0,,1,2,1.0,5.0,2.0,,,1.0,4116868.0,2.0,3.0,1,71.0,5,,1.0,2.0,1.0,2.0,1.0,5.0,2.0,215.0,,0.0
7884,20140908141377,1,1.0,23.6,3,1.0,5.0,125,0,0.0,0.0,1.0,1,2,1.0,4.0,1.0,1.0,2.0,1.0,9004227.0,2.0,2.0,1,69.0,5,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,160.0,2.0,0.0
7885,20140908141388,1,1.0,22.9,3,1.0,,30,0,0.0,0.0,,1,2,1.0,7.0,1.0,6.0,1.0,1.0,1827470.0,2.0,2.0,1,69.0,5,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,155.0,,0.0
7886,20140908141390,1,1.0,26.0,3,1.0,5.0,65,0,0.0,0.0,1.0,1,2,1.0,3.0,1.0,3.0,1.0,1.0,6123849.0,2.0,2.0,1,60.0,5,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,133.0,,74.0
7887,20140908141392,1,2.0,21.0,3,5.0,5.0,30,0,0.0,0.0,,2,2,2.0,,2.0,,,1.0,2906004.0,2.0,3.0,1,66.0,5,2.0,2.0,2.0,1.0,,2.0,3.0,,130.0,2.0,0.0
7888,20140908141400,1,2.0,22.5,3,5.0,5.0,30,45,0.0,0.0,,1,1,1.0,2.0,1.0,1.0,2.0,1.0,9812712.0,2.0,2.0,1,64.0,5,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,131.0,2.0,0.0
7889,20140908141408,1,2.0,23.4,3,2.0,,60,0,0.0,0.0,2.0,1,2,2.0,,2.0,,,1.0,7105989.0,2.0,2.0,1,60.0,5,-2.0,2.0,2.0,1.0,1.0,1.0,1.0,,120.0,,0.0
7890,20140908141409,1,2.0,35.400002,3,5.0,,0,25,0.0,0.0,,2,1,1.0,1.0,2.0,,,1.0,7528549.0,2.0,3.0,1,63.0,5,2.0,1.0,2.0,1.0,,1.0,1.0,2.0,200.0,2.0,0.0
7891,20140908141410,1,1.0,27.1,3,1.0,,80,0,0.0,0.0,,2,2,1.0,2.0,1.0,4.0,2.0,1.0,3672558.0,2.0,3.0,1,72.0,5,,1.0,2.0,1.0,,1.0,2.0,2.0,200.0,,0.0
7892,20140908141413,1,1.0,33.700001,3,1.0,,15,30,0.0,0.0,1.0,1,1,1.0,5.0,1.0,1.0,2.0,1.0,1328092.0,2.0,2.0,1,70.0,5,,1.0,2.0,1.0,1.0,2.0,4.0,2.0,235.0,,0.0
7893,20140908141414,1,2.0,19.799999,3,5.0,,135,10,0.0,0.0,,2,1,1.0,7.0,2.0,,,1.0,2435255.0,2.0,3.0,1,62.0,5,3.0,1.0,2.0,1.0,,2.0,1.0,2.0,108.0,,0.0
7894,20140908141416,1,1.0,30.9,3,1.0,,45,0,0.0,0.0,1.0,1,2,2.0,,1.0,5.0,1.0,1.0,1818465.0,2.0,4.0,1,64.0,5,,1.0,2.0,1.0,1.0,2.0,2.0,2.0,180.0,2.0,0.0
7895,20140908141417,1,3.0,,3,2.0,5.0,35,0,0.0,,,2,2,1.0,6.0,2.0,,,1.0,4229063.0,2.0,3.0,1,64.0,5,,1.0,2.0,1.0,,1.0,3.0,2.0,-5.0,2.0,0.0
7896,20140908141418,1,2.0,31.9,1,5.0,5.0,120,0,0.0,0.0,,2,2,1.0,4.0,2.0,,,1.0,15600000.0,1.0,3.0,1,63.0,5,2.0,1.0,2.0,1.0,,1.0,1.0,1.0,180.0,1.0,0.0
7897,20140908141421,1,1.0,23.700001,3,1.0,5.0,60,10,0.0,0.0,,1,1,1.0,1.0,2.0,,,1.0,18000000.0,2.0,1.0,1,70.0,5,,1.0,2.0,1.0,2.0,1.0,2.0,1.0,165.0,2.0,0.0
7898,20140908141427,1,1.0,21.200001,3,1.0,5.0,180,5,0.0,0.0,,1,1,1.0,11.0,1.0,1.0,2.0,1.0,5287309.0,2.0,1.0,3,74.0,5,,1.0,2.0,3.0,2.0,1.0,-2.0,1.0,165.0,,0.0
7899,20140908141432,1,2.0,22.9,3,5.0,,90,0,0.0,0.0,,1,1,1.0,7.0,2.0,,,1.0,1686038.0,1.0,1.0,1,66.0,5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,142.0,,0.0
7900,20140908141438,1,1.0,25.1,3,1.0,2.0,60,15,0.0,0.0,,1,1,2.0,,2.0,,,1.0,6504020.0,2.0,2.0,3,70.0,5,,,,2.0,2.0,1.0,4.0,,175.0,2.0,0.0
7901,20140908141440,1,2.0,26.1,3,3.0,4.0,30,90,0.0,0.0,,1,1,1.0,2.0,2.0,,,1.0,6326571.0,2.0,3.0,1,66.0,5,1.0,2.0,2.0,1.0,2.0,1.0,2.0,,162.0,,0.0
7902,20140908141443,1,1.0,,3,1.0,,5,0,0.0,,2.0,1,2,1.0,4.0,2.0,,,1.0,4566543.0,2.0,4.0,2,64.0,5,-2.0,,,2.0,1.0,,,,-2.0,2.0,73.0
7903,20140908141444,1,1.0,23.799999,3,1.0,5.0,60,0,0.0,0.0,,2,2,2.0,,2.0,,,1.0,2717496.0,2.0,3.0,2,74.0,5,,,,2.0,,,,,185.0,2.0,0.0
7904,20140908141445,1,1.0,23.5,3,1.0,5.0,30,3,0.0,0.0,,1,1,1.0,7.0,1.0,1.0,2.0,1.0,6543576.0,2.0,2.0,2,64.0,5,,1.0,2.0,1.0,2.0,,,2.0,137.0,,0.0
7905,20140908141448,1,1.0,29.1,3,1.0,5.0,80,0,0.0,0.0,,2,2,1.0,2.0,1.0,3.0,1.0,1.0,5501389.0,2.0,2.0,1,60.0,5,,1.0,2.0,1.0,,1.0,1.0,2.0,149.0,,0.0
7906,20140908141458,1,1.0,18.6,3,1.0,5.0,30,0,0.0,0.0,,1,2,1.0,1.0,1.0,2.0,1.0,1.0,4494463.0,2.0,2.0,1,63.0,5,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,105.0,2.0,0.0
7907,20140908141459,1,2.0,34.299999,3,2.0,5.0,110,10,0.0,0.0,,1,1,1.0,1.0,1.0,2.0,2.0,1.0,13000000.0,2.0,2.0,1,64.0,5,-2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,200.0,2.0,0.0
7908,20140908141460,1,-2.0,27.299999,3,,,50,0,0.0,0.0,,1,2,1.0,5.0,1.0,2.0,2.0,1.0,11700000.0,2.0,3.0,2,70.0,5,-2.0,,,2.0,2.0,,,,190.0,,2.0
7909,20140908141465,1,2.0,39.400002,3,5.0,5.0,85,0,0.0,0.0,2.0,1,2,2.0,,2.0,,,1.0,14700000.0,1.0,3.0,2,69.0,5,2.0,,,2.0,1.0,,,,267.0,1.0,0.0
7910,20140908141467,1,1.0,32.599998,3,1.0,5.0,50,0,0.0,0.0,,1,2,2.0,,1.0,1.0,2.0,1.0,1961660.0,2.0,-2.0,2,64.0,5,,,,2.0,2.0,,,,190.0,2.0,0.0
7911,20140908141469,1,1.0,23.6,3,1.0,5.0,100,4,0.0,0.0,,1,1,1.0,5.0,2.0,,,1.0,10500000.0,2.0,1.0,1,69.0,5,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,160.0,2.0,0.0
7912,20140908141470,1,1.0,23.6,3,1.0,1.0,0,10,0.0,0.0,,1,1,1.0,7.0,2.0,,,1.0,4641999.0,2.0,2.0,1,61.0,5,,1.0,2.0,1.0,2.0,1.0,-2.0,2.0,125.0,,0.0
7913,20140908141472,1,1.0,29.799999,3,1.0,5.0,90,0,0.0,0.0,,1,2,2.0,,2.0,,,1.0,13100000.0,2.0,2.0,1,67.0,5,,2.0,2.0,1.0,2.0,2.0,1.0,,190.0,2.0,0.0
7914,20140908141473,1,1.0,20.799999,3,1.0,,60,0,0.0,0.0,,1,2,1.0,2.0,2.0,,,1.0,2301281.0,2.0,1.0,1,65.0,5,,1.0,2.0,1.0,2.0,1.0,4.0,2.0,125.0,,0.0
7915,20140908141475,1,1.0,21.4,3,1.0,5.0,30,13,0.0,0.0,,2,1,1.0,7.0,1.0,1.0,1.0,1.0,9916348.0,2.0,1.0,1,69.0,5,,1.0,2.0,1.0,,1.0,2.0,1.0,145.0,,0.0
7916,20140908141478,1,1.0,26.5,3,1.0,5.0,54,25,0.0,0.0,1.0,1,1,1.0,6.0,1.0,1.0,1.0,1.0,3292064.0,2.0,1.0,3,71.0,5,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,190.0,2.0,71.0
7917,20140908141483,1,1.0,21.700001,3,1.0,,30,0,0.0,0.0,,2,2,1.0,7.0,2.0,,,1.0,1539164.0,2.0,1.0,1,74.0,5,-3.0,1.0,2.0,1.0,,2.0,5.0,2.0,169.0,,81.0
7918,20140908141487,1,2.0,46.799999,1,5.0,,0,0,0.0,0.0,,2,1,2.0,,2.0,,,1.0,4539955.0,2.0,4.0,3,62.0,5,2.0,,,2.0,,1.0,1.0,,256.0,,0.0
7919,20140908141489,1,2.0,24.299999,3,3.0,2.0,90,10,0.0,0.0,,1,1,2.0,,1.0,2.0,2.0,2.0,3128147.0,2.0,3.0,3,68.0,5,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,160.0,2.0,0.0
7920,20140908141491,1,1.0,17.4,3,1.0,5.0,70,0,0.0,2.0,,1,2,2.0,,2.0,,,1.0,5261544.0,2.0,5.0,1,63.0,5,-2.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,98.0,2.0,72.0
7921,20140908141492,1,3.0,51.700001,3,2.0,5.0,60,0,0.0,1.0,2.0,1,2,1.0,4.0,2.0,,,1.0,4496973.0,2.0,3.0,3,68.0,5,,,,2.0,1.0,1.0,1.0,,340.0,,0.0
7922,20140908141493,1,1.0,26.1,3,1.0,,70,20,0.0,0.0,,1,1,1.0,5.0,2.0,,,1.0,2671817.0,2.0,3.0,1,70.0,5,,,,2.0,2.0,1.0,2.0,,182.0,,0.0
7923,20140908141494,1,1.0,35.700001,3,1.0,5.0,60,20,0.0,0.0,,1,1,1.0,3.0,2.0,,,1.0,7651148.0,2.0,3.0,1,70.0,5,,1.0,2.0,3.0,2.0,1.0,2.0,2.0,249.0,2.0,0.0
7924,20140908141495,1,2.0,36.599998,3,5.0,,75,0,0.0,0.0,,2,2,2.0,,2.0,,,1.0,2142066.0,1.0,2.0,1,62.0,5,2.0,1.0,2.0,1.0,,2.0,4.0,2.0,200.0,,0.0
7925,20140908141497,1,1.0,25.799999,3,1.0,1.0,60,10,0.0,0.0,2.0,1,1,2.0,,2.0,,,1.0,9812013.0,2.0,3.0,2,72.0,5,,,,2.0,1.0,,,,190.0,2.0,0.0
7926,20140908141499,1,2.0,25.799999,1,5.0,,10,0,0.0,0.0,1.0,1,2,2.0,,2.0,,,1.0,2463172.0,2.0,4.0,1,66.0,5,2.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,160.0,,0.0
7927,20140908141503,1,1.0,24.700001,3,1.0,,30,0,0.0,0.0,,2,2,1.0,5.0,2.0,,,1.0,2590300.0,2.0,2.0,1,62.0,5,,2.0,2.0,1.0,,1.0,4.0,,135.0,,0.0
7928,20140908141506,1,2.0,29.299999,3,5.0,5.0,30,0,0.0,0.0,,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1480025.0,2.0,2.0,1,59.0,5,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,145.0,2.0,0.0
