,tucaseid,tulineno,eeincome1,erbmi,erhhch,erincome,erspemch,ertpreat,ertseat,ethgt,etwgt,eudietsoda,eudrink,eueat,euexercise,euexfreq,eufastfd,eufastfdfrq,euffyday,eufdsit,eufinlwgt,eusnap,eugenhth,eugroshp,euhgt,euinclvl,euincome2,eumeat,eumilk,euprpmel,eusoda,eustores,eustreason,eutherm,euwgt,euwic,exincome1
1017,20140201140807,1,1.0,23.799999,3,1.0,5.0,215,0,0.0,0.0,,1,2,1.0,3.0,1.0,4.0,1.0,1.0,3607378.0,2.0,3.0,3,74.0,5,,1.0,2.0,3.0,2.0,1.0,3.0,2.0,185.0,2.0,0.0
1018,20140201140808,1,-2.0,24.299999,3,,,21,0,0.0,0.0,2.0,1,2,2.0,,2.0,,,1.0,17600000.0,1.0,1.0,2,67.0,5,-2.0,,,2.0,1.0,,,,155.0,,2.0
1019,20140201140810,1,2.0,20.200001,3,5.0,,20,5,0.0,0.0,2.0,1,1,1.0,5.0,1.0,7.0,1.0,1.0,8334412.0,1.0,3.0,1,66.0,5,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,125.0,2.0,0.0
1020,20140201140811,1,1.0,25.0,3,1.0,5.0,45,0,0.0,0.0,,1,2,1.0,5.0,1.0,2.0,1.0,1.0,3010136.0,2.0,2.0,1,66.0,5,,1.0,2.0,1.0,2.0,1.0,2.0,1.0,155.0,,0.0
1021,20140201140813,1,-2.0,25.1,3,,,10,60,0.0,0.0,2.0,1,1,1.0,3.0,2.0,,,1.0,4957973.0,1.0,3.0,2,72.0,5,-2.0,,,2.0,1.0,,,,185.0,2.0,2.0
1022,20140201140815,1,1.0,26.6,3,1.0,5.0,0,10,0.0,0.0,,1,1,2.0,,1.0,2.0,2.0,1.0,15100000.0,2.0,2.0,3,63.0,5,,1.0,2.0,3.0,2.0,1.0,2.0,2.0,150.0,,0.0
1023,20140201140821,1,2.0,37.0,3,5.0,1.0,65,15,0.0,0.0,2.0,1,1,2.0,,2.0,,,1.0,3248846.0,1.0,3.0,1,61.0,5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,196.0,1.0,0.0
1024,20140201140822,1,2.0,31.6,3,5.0,,20,0,0.0,0.0,,1,2,1.0,2.0,1.0,2.0,2.0,1.0,10100000.0,1.0,3.0,2,70.0,5,2.0,,,2.0,2.0,,,,220.0,,0.0
1025,20140201140830,1,2.0,22.700001,3,3.0,,75,0,0.0,0.0,,1,2,1.0,4.0,2.0,,,1.0,3513396.0,2.0,4.0,1,61.0,5,1.0,2.0,2.0,1.0,2.0,1.0,3.0,,120.0,2.0,0.0
1026,20140201140831,1,1.0,23.9,3,1.0,5.0,125,0,0.0,0.0,,1,2,1.0,7.0,2.0,,,1.0,3436047.0,2.0,1.0,2,68.0,5,,,,2.0,2.0,,,,157.0,2.0,0.0
1027,20140201140835,1,1.0,32.099998,3,1.0,5.0,50,0,0.0,0.0,,2,2,2.0,,2.0,,,1.0,11900000.0,2.0,3.0,2,71.0,5,-2.0,,,2.0,,,,,230.0,2.0,73.0
1028,20140201140838,1,2.0,25.1,3,5.0,,15,0,0.0,0.0,,2,2,1.0,3.0,2.0,,,1.0,5316275.0,2.0,3.0,1,72.0,5,2.0,1.0,2.0,1.0,,1.0,2.0,1.0,185.0,,0.0
1029,20140201140839,1,2.0,29.9,3,5.0,,60,0,0.0,0.0,,2,2,2.0,,2.0,,,1.0,2216305.0,2.0,3.0,1,66.0,5,2.0,1.0,2.0,1.0,,1.0,1.0,2.0,185.0,,0.0
1030,20140201140844,1,1.0,34.299999,3,1.0,5.0,70,0,0.0,0.0,,1,2,1.0,3.0,1.0,1.0,2.0,1.0,2036145.0,2.0,3.0,1,64.0,5,,1.0,2.0,1.0,2.0,2.0,3.0,1.0,200.0,,0.0
1031,20140201140846,1,2.0,21.5,3,5.0,1.0,120,20,0.0,0.0,,1,1,1.0,2.0,2.0,,,1.0,7835615.0,1.0,2.0,2,70.0,5,2.0,1.0,2.0,3.0,2.0,,,1.0,150.0,2.0,0.0
1032,20140201140849,1,2.0,34.0,3,3.0,1.0,70,0,0.0,0.0,,2,2,2.0,,2.0,,,1.0,8167259.0,2.0,4.0,2,69.0,5,1.0,2.0,2.0,3.0,,,,,230.0,2.0,0.0
1033,20140201140855,1,3.0,28.700001,3,2.0,,90,0,0.0,0.0,1.0,1,2,1.0,3.0,1.0,1.0,2.0,1.0,6415957.0,2.0,3.0,1,70.0,5,,1.0,2.0,1.0,1.0,1.0,3.0,2.0,200.0,,0.0
1034,20140201140858,1,1.0,22.6,3,1.0,5.0,50,27,0.0,0.0,2.0,1,1,1.0,6.0,2.0,,,1.0,5164185.0,2.0,1.0,2,72.0,5,,,,2.0,1.0,,,,167.0,,0.0
1035,20140201140861,1,1.0,27.4,3,1.0,5.0,15,65,0.0,0.0,,1,1,2.0,,1.0,2.0,2.0,1.0,9897327.0,2.0,3.0,1,68.0,5,-2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,180.0,2.0,74.0
1036,20140201140866,1,1.0,21.5,3,1.0,5.0,60,0,0.0,0.0,,1,2,1.0,1.0,1.0,2.0,2.0,1.0,4385234.0,2.0,1.0,1,60.0,5,-3.0,,,2.0,2.0,1.0,2.0,,110.0,2.0,84.0
1037,20140201140877,1,1.0,30.5,3,1.0,5.0,150,0,0.0,0.0,2.0,1,2,1.0,4.0,1.0,1.0,2.0,1.0,5008658.0,2.0,3.0,3,66.0,5,,1.0,2.0,3.0,1.0,1.0,1.0,2.0,189.0,2.0,0.0
1038,20140201140883,1,1.0,22.1,3,1.0,1.0,30,15,0.0,0.0,,1,1,1.0,4.0,1.0,2.0,2.0,1.0,4292439.0,2.0,1.0,1,63.0,5,,1.0,2.0,3.0,2.0,1.0,4.0,2.0,125.0,,0.0
1039,20140201140884,1,2.0,28.6,3,5.0,5.0,35,0,0.0,0.0,,1,2,2.0,,2.0,,,1.0,4058457.0,2.0,5.0,2,65.0,5,2.0,,,2.0,2.0,,,,172.0,,0.0
1040,20140201140891,1,1.0,35.599998,3,1.0,,135,0,0.0,0.0,1.0,1,2,1.0,2.0,1.0,7.0,2.0,1.0,6309284.0,2.0,4.0,1,73.0,5,,,,2.0,1.0,1.0,6.0,,270.0,,0.0
1041,20140201140897,1,1.0,27.299999,3,1.0,5.0,40,25,0.0,0.0,,1,1,1.0,5.0,2.0,,,1.0,5164576.0,2.0,3.0,1,69.0,5,,1.0,2.0,1.0,2.0,3.0,1.0,2.0,185.0,2.0,0.0
1042,20140201140899,1,1.0,32.900002,3,1.0,5.0,40,0,0.0,0.0,1.0,1,2,2.0,,1.0,1.0,2.0,1.0,6057393.0,2.0,3.0,3,76.0,5,,,,2.0,1.0,2.0,4.0,,270.0,,0.0
1043,20140201140900,1,2.0,22.700001,3,5.0,,40,40,0.0,0.0,1.0,1,1,1.0,6.0,1.0,1.0,1.0,1.0,1543276.0,1.0,2.0,1,63.0,5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,128.0,,0.0
1044,20140201140902,1,3.0,29.700001,3,2.0,,30,0,0.0,0.0,,2,2,1.0,6.0,2.0,,,1.0,7009116.0,2.0,2.0,1,60.0,5,,1.0,2.0,1.0,,1.0,2.0,2.0,152.0,,0.0
1045,20140201140903,1,2.0,25.1,3,5.0,,45,5,0.0,0.0,,2,1,1.0,3.0,2.0,,,1.0,16300000.0,2.0,2.0,1,68.0,5,2.0,1.0,2.0,1.0,,5.0,1.0,2.0,165.0,,0.0
1046,20140201140909,1,1.0,25.1,3,1.0,5.0,180,90,0.0,0.0,1.0,1,1,2.0,,2.0,,,1.0,17500000.0,2.0,1.0,3,65.0,5,,1.0,2.0,1.0,1.0,2.0,1.0,2.0,151.0,,0.0
1047,20140201140916,1,2.0,22.9,3,5.0,,10,15,0.0,0.0,,1,1,2.0,,2.0,,,1.0,6713404.0,1.0,4.0,1,62.0,5,2.0,2.0,2.0,1.0,2.0,2.0,1.0,,125.0,,0.0
1048,20140201140917,1,1.0,23.200001,3,1.0,,90,30,0.0,0.0,,1,1,1.0,2.0,2.0,,,1.0,2111815.0,2.0,1.0,1,64.0,5,,1.0,2.0,1.0,2.0,1.0,3.0,2.0,135.0,,0.0
1049,20140201140918,1,3.0,30.6,3,2.0,3.0,15,21,0.0,0.0,,1,1,1.0,7.0,1.0,7.0,1.0,1.0,13400000.0,2.0,2.0,1,64.0,5,,2.0,1.0,1.0,2.0,1.0,6.0,,178.0,,0.0
1050,20140201140919,1,2.0,29.1,3,5.0,,15,30,0.0,0.0,,1,1,2.0,,2.0,,,1.0,4531385.0,2.0,5.0,1,65.0,5,2.0,,,2.0,2.0,1.0,6.0,,175.0,,0.0
1051,20140201140920,1,1.0,23.299999,3,1.0,5.0,20,2,0.0,0.0,,1,1,2.0,,1.0,2.0,1.0,1.0,8541525.0,2.0,3.0,3,65.0,5,,,,2.0,2.0,2.0,1.0,,140.0,,0.0
1052,20140201140921,1,1.0,25.799999,3,1.0,5.0,75,2,0.0,0.0,1.0,1,1,1.0,6.0,1.0,2.0,1.0,1.0,2793020.0,2.0,2.0,1,65.0,5,,1.0,2.0,1.0,1.0,1.0,2.0,2.0,155.0,2.0,0.0
1053,20140201140922,1,1.0,,3,1.0,,75,0,0.0,,,1,2,2.0,,2.0,,,1.0,1908921.0,2.0,3.0,1,62.0,5,,1.0,2.0,1.0,2.0,2.0,1.0,2.0,-3.0,,0.0
1054,20140201140929,1,1.0,19.9,3,1.0,,120,0,0.0,0.0,,1,2,2.0,,2.0,,,1.0,2122970.0,2.0,3.0,1,69.0,5,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,135.0,,0.0
1055,20140201140930,1,1.0,26.5,3,1.0,5.0,175,0,0.0,0.0,,2,2,1.0,2.0,2.0,,,1.0,3422919.0,2.0,1.0,2,70.0,5,,,,2.0,,,,,185.0,2.0,0.0
1056,20140201140939,1,2.0,28.299999,3,5.0,,25,0,0.0,0.0,,1,2,2.0,,2.0,,,1.0,5956553.0,1.0,5.0,2,65.0,5,2.0,,,2.0,2.0,,,,170.0,,0.0
1057,20140201140948,1,1.0,23.0,3,1.0,5.0,45,20,0.0,0.0,,1,1,1.0,4.0,2.0,,,1.0,5799307.0,2.0,2.0,1,63.0,5,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,130.0,2.0,0.0
1058,20140201140949,1,1.0,29.9,3,1.0,5.0,120,0,0.0,0.0,1.0,1,2,1.0,4.0,1.0,2.0,2.0,1.0,5477573.0,2.0,2.0,1,66.0,5,,1.0,2.0,1.0,1.0,1.0,3.0,2.0,185.0,,0.0
1059,20140201140950,1,2.0,26.6,3,5.0,,50,0,0.0,0.0,,1,2,1.0,2.0,2.0,,,1.0,1124562.0,2.0,4.0,1,63.0,5,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,150.0,,0.0
1060,20140201140951,1,1.0,32.099998,3,1.0,5.0,105,0,0.0,0.0,1.0,1,2,1.0,2.0,2.0,,,1.0,15400000.0,2.0,1.0,3,71.0,5,,,,2.0,1.0,1.0,6.0,,230.0,,0.0
1061,20140201140956,1,1.0,24.799999,3,1.0,5.0,70,30,0.0,0.0,,1,1,1.0,3.0,2.0,,,1.0,10700000.0,2.0,3.0,1,63.0,5,,1.0,2.0,1.0,2.0,2.0,1.0,2.0,140.0,,0.0
1062,20140201140962,1,1.0,22.4,3,1.0,5.0,110,0,0.0,0.0,,2,2,2.0,,1.0,4.0,2.0,1.0,8280423.0,2.0,1.0,3,67.0,5,,1.0,2.0,1.0,,1.0,3.0,2.0,143.0,2.0,0.0
1063,20140201140966,1,1.0,25.799999,3,1.0,5.0,35,0,0.0,0.0,1.0,1,2,1.0,5.0,1.0,1.0,2.0,1.0,2721121.0,2.0,2.0,3,67.0,5,,1.0,2.0,1.0,1.0,1.0,2.0,2.0,165.0,2.0,0.0
1064,20140201140972,1,1.0,24.4,3,1.0,,40,0,0.0,0.0,,2,2,1.0,14.0,1.0,2.0,2.0,1.0,14700000.0,2.0,1.0,2,71.0,5,1.0,,,2.0,,,,,175.0,2.0,73.0
1065,20140201140983,1,1.0,20.6,3,1.0,,80,60,0.0,0.0,1.0,1,1,2.0,,2.0,,,1.0,19100000.0,2.0,2.0,1,64.0,5,,1.0,2.0,1.0,1.0,1.0,2.0,2.0,120.0,2.0,0.0
1066,20140201140985,1,1.0,25.700001,3,1.0,5.0,120,0,0.0,0.0,,1,2,1.0,3.0,1.0,1.0,1.0,1.0,7722415.0,2.0,2.0,3,74.0,5,,,,2.0,2.0,1.0,1.0,,200.0,,0.0
1067,20140201140991,1,1.0,24.299999,3,1.0,5.0,100,0,0.0,0.0,2.0,1,2,2.0,,2.0,,,1.0,7034659.0,2.0,2.0,1,67.0,5,,1.0,2.0,1.0,1.0,2.0,6.0,2.0,155.0,2.0,0.0
1068,20140201140993,1,2.0,30.700001,3,3.0,5.0,30,30,0.0,0.0,,1,1,2.0,,1.0,1.0,2.0,1.0,4013530.0,2.0,2.0,2,71.0,5,1.0,,,2.0,2.0,,,,220.0,2.0,0.0
1069,20140201140996,1,2.0,23.0,3,3.0,,140,10,0.0,0.0,,1,1,2.0,,2.0,,,1.0,2402913.0,2.0,2.0,1,70.0,5,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,160.0,,0.0
1070,20140201140998,1,2.0,28.299999,3,3.0,5.0,90,0,0.0,0.0,,2,2,2.0,,2.0,,,1.0,12400000.0,2.0,5.0,2,71.0,5,1.0,,,2.0,,,,,203.0,,0.0
1071,20140201140999,1,1.0,25.1,3,1.0,5.0,165,-2,0.0,0.0,1.0,1,-2,1.0,6.0,1.0,2.0,1.0,1.0,3644175.0,2.0,1.0,2,72.0,5,,,,2.0,1.0,,,,185.0,,0.0
1072,20140201141000,1,2.0,28.299999,3,3.0,5.0,120,0,0.0,0.0,,2,2,1.0,2.0,2.0,,,1.0,2538195.0,2.0,3.0,3,60.0,5,1.0,1.0,2.0,1.0,,1.0,1.0,2.0,145.0,,0.0
1073,20140201141002,1,1.0,,3,1.0,5.0,150,0,0.0,,,2,2,2.0,,2.0,,,1.0,5446694.0,2.0,2.0,1,60.0,5,,1.0,2.0,1.0,,2.0,4.0,2.0,-3.0,,0.0
1074,20140201141003,1,1.0,25.1,3,1.0,5.0,90,0,0.0,0.0,,2,2,2.0,,2.0,,,1.0,9376671.0,2.0,1.0,3,68.0,5,,1.0,2.0,3.0,,1.0,2.0,2.0,165.0,2.0,0.0
1075,20140201141004,1,1.0,22.9,3,1.0,5.0,52,15,0.0,0.0,,1,1,1.0,4.0,1.0,1.0,2.0,1.0,6984157.0,2.0,1.0,1,67.0,5,,1.0,2.0,1.0,2.0,2.0,3.0,1.0,146.0,2.0,0.0
1076,20140201141005,1,2.0,30.0,3,3.0,5.0,15,0,0.0,0.0,,1,2,1.0,1.0,1.0,1.0,2.0,2.0,7059791.0,2.0,3.0,1,65.0,5,1.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,180.0,1.0,0.0
1077,20140201141006,1,2.0,32.900002,3,5.0,3.0,10,0,0.0,0.0,2.0,1,2,2.0,,1.0,1.0,2.0,2.0,19800000.0,2.0,4.0,1,67.0,5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,210.0,1.0,0.0
1078,20140201141008,1,2.0,28.0,3,5.0,,110,0,0.0,0.0,,2,2,2.0,,2.0,,,1.0,2323013.0,2.0,3.0,1,64.0,5,2.0,1.0,2.0,3.0,,1.0,1.0,2.0,163.0,1.0,0.0
1079,20140201141010,1,1.0,25.0,3,1.0,,30,0,0.0,0.0,,2,2,2.0,,1.0,1.0,2.0,1.0,86000000.0,2.0,2.0,1,65.0,5,,,,2.0,,2.0,2.0,,150.0,2.0,0.0
1080,20140201141016,1,2.0,28.4,3,5.0,5.0,30,0,0.0,0.0,,2,2,2.0,,2.0,,,1.0,2906431.0,1.0,4.0,2,71.0,5,2.0,,,2.0,,,,,204.0,2.0,0.0
1081,20140201141022,1,1.0,23.299999,3,1.0,5.0,75,0,0.0,0.0,,2,2,1.0,3.0,1.0,3.0,2.0,1.0,12100000.0,2.0,1.0,3,69.0,5,,1.0,2.0,3.0,,1.0,3.0,2.0,158.0,2.0,0.0
1082,20140201141027,1,1.0,26.5,3,1.0,,5,30,0.0,0.0,,1,1,2.0,,1.0,3.0,2.0,1.0,25100000.0,2.0,3.0,1,70.0,5,,2.0,2.0,1.0,2.0,1.0,2.0,,185.0,,0.0
1083,20140201141029,1,2.0,42.599998,3,3.0,,20,0,0.0,0.0,,2,2,2.0,,1.0,1.0,1.0,1.0,13500000.0,1.0,3.0,2,60.0,5,1.0,1.0,2.0,1.0,,,,2.0,218.0,2.0,0.0
1084,20140201141030,1,1.0,27.799999,3,1.0,,60,30,0.0,0.0,,1,1,1.0,3.0,1.0,2.0,2.0,1.0,11500000.0,2.0,2.0,1,72.0,5,,2.0,2.0,1.0,2.0,1.0,1.0,,205.0,,0.0
1085,20140201141032,1,1.0,22.6,3,1.0,,40,0,0.0,0.0,,2,2,1.0,6.0,2.0,,,1.0,1443188.0,2.0,1.0,1,66.0,5,,1.0,2.0,1.0,,1.0,6.0,1.0,140.0,2.0,0.0
1086,20140201141044,1,1.0,22.299999,3,1.0,,165,0,0.0,0.0,,1,2,2.0,,1.0,2.0,2.0,1.0,951232.6,2.0,2.0,1,64.0,5,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,130.0,2.0,0.0
1087,20140201141046,1,-3.0,,3,,,92,0,0.0,,,1,2,1.0,3.0,1.0,1.0,2.0,1.0,2425886.0,2.0,2.0,1,65.0,5,-3.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,-3.0,,3.0
1088,20140201141048,1,2.0,21.9,3,3.0,3.0,40,10,0.0,0.0,,2,1,2.0,,2.0,,,1.0,11300000.0,2.0,4.0,1,67.0,5,1.0,1.0,2.0,1.0,,2.0,1.0,2.0,140.0,,0.0
1089,20140201141050,1,2.0,25.700001,3,5.0,5.0,10,0,0.0,0.0,,2,2,2.0,,2.0,,,1.0,8684598.0,2.0,2.0,1,64.0,5,2.0,1.0,2.0,1.0,,1.0,6.0,2.0,150.0,2.0,0.0
1090,20140201141053,1,1.0,41.400002,3,1.0,5.0,100,10,0.0,0.0,,2,1,1.0,6.0,2.0,,,1.0,7493481.0,2.0,3.0,2,61.0,5,,1.0,2.0,1.0,,,,1.0,219.0,,0.0
1091,20140201141065,1,1.0,25.1,3,1.0,,120,0,0.0,0.0,,1,2,1.0,7.0,1.0,4.0,1.0,1.0,3004716.0,2.0,1.0,1,69.0,5,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,170.0,,0.0
1092,20140201141070,1,1.0,31.6,3,1.0,5.0,40,30,0.0,0.0,,2,1,1.0,2.0,1.0,3.0,1.0,1.0,3522896.0,2.0,3.0,1,70.0,5,,1.0,2.0,1.0,,3.0,3.0,1.0,220.0,2.0,0.0
1093,20140201141073,1,1.0,27.9,3,1.0,,40,10,0.0,0.0,,1,1,2.0,,1.0,1.0,2.0,1.0,7770640.0,2.0,2.0,3,71.0,5,,1.0,2.0,3.0,2.0,1.0,2.0,2.0,200.0,2.0,0.0
1094,20140201141074,1,1.0,37.0,1,1.0,4.0,20,2,0.0,0.0,,2,1,1.0,5.0,2.0,,,1.0,2835343.0,2.0,3.0,3,70.0,5,,1.0,2.0,1.0,,2.0,2.0,2.0,258.0,,0.0
1095,20140201141075,1,1.0,36.5,3,1.0,3.0,80,5,0.0,0.0,,1,1,2.0,,1.0,4.0,1.0,1.0,4854254.0,2.0,3.0,3,68.0,5,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,240.0,2.0,0.0
1096,20140201141077,1,2.0,19.700001,3,2.0,,0,60,0.0,0.0,,1,1,2.0,,1.0,7.0,1.0,1.0,5985335.0,-2.0,3.0,2,72.0,5,-2.0,,,2.0,2.0,,,,145.0,2.0,0.0
1097,20140201141091,1,1.0,23.700001,3,1.0,,0,20,0.0,0.0,,1,1,1.0,1.0,1.0,1.0,2.0,1.0,3632041.0,2.0,2.0,1,71.0,5,,1.0,2.0,1.0,2.0,1.0,6.0,2.0,170.0,2.0,0.0
1098,20140201141092,1,1.0,,3,1.0,,80,20,0.0,,,2,1,1.0,2.0,1.0,4.0,2.0,1.0,1469631.0,2.0,3.0,1,64.0,5,,1.0,2.0,1.0,,1.0,2.0,2.0,-3.0,,0.0
1099,20140201141093,1,-2.0,30.4,3,,5.0,75,30,0.0,0.0,,2,1,2.0,,2.0,,,1.0,7203849.0,2.0,2.0,2,65.0,5,-2.0,,,2.0,,,,,183.0,,2.0
1100,20140201141094,1,1.0,34.900002,3,1.0,5.0,75,10,0.0,0.0,1.0,1,1,2.0,,1.0,2.0,2.0,1.0,5567478.0,2.0,3.0,1,65.0,5,,1.0,2.0,1.0,1.0,1.0,2.0,2.0,210.0,,0.0
1101,20140201141103,1,2.0,36.0,1,5.0,,30,0,0.0,0.0,,1,2,2.0,,2.0,,,3.0,18400000.0,1.0,4.0,1,64.0,5,2.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,210.0,2.0,0.0
1102,20140201141104,1,1.0,23.1,3,1.0,,220,20,0.0,0.0,,1,1,1.0,4.0,1.0,1.0,2.0,1.0,1907702.0,2.0,2.0,1,66.0,5,,1.0,2.0,1.0,2.0,2.0,6.0,2.0,143.0,,0.0
1103,20140201141107,1,1.0,42.599998,3,1.0,,10,45,0.0,0.0,1.0,1,1,1.0,4.0,1.0,1.0,2.0,1.0,2184479.0,2.0,1.0,1,68.0,5,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,280.0,2.0,0.0
1104,20140201141110,1,1.0,,3,1.0,5.0,100,0,0.0,,,2,2,1.0,21.0,2.0,,,1.0,4891633.0,2.0,1.0,1,63.0,5,,1.0,2.0,1.0,,1.0,1.0,2.0,-2.0,,0.0
1105,20140201141112,1,2.0,30.5,3,3.0,,15,0,0.0,0.0,,2,2,1.0,5.0,2.0,,,1.0,2239230.0,2.0,3.0,1,72.0,5,1.0,2.0,2.0,1.0,,1.0,4.0,,225.0,,0.0
1106,20140201141113,1,1.0,20.4,3,1.0,5.0,90,7,0.0,0.0,,1,1,1.0,5.0,1.0,1.0,2.0,1.0,2319406.0,2.0,2.0,1,67.0,5,,1.0,2.0,1.0,2.0,3.0,1.0,2.0,130.0,2.0,0.0
1107,20140201141116,1,1.0,25.4,3,1.0,5.0,80,10,0.0,0.0,,1,1,1.0,3.0,2.0,,,1.0,13100000.0,2.0,3.0,2,69.0,5,,,,2.0,2.0,,,,172.0,,0.0
1108,20140201141117,1,1.0,27.0,3,1.0,,30,0,0.0,0.0,,2,2,1.0,2.0,1.0,4.0,2.0,1.0,2538781.0,2.0,2.0,1,74.0,5,,1.0,2.0,1.0,,1.0,2.0,2.0,210.0,,0.0
1109,20140201141119,1,2.0,,1,3.0,,55,10,0.0,,,1,1,1.0,4.0,1.0,2.0,2.0,1.0,7180635.0,2.0,2.0,1,63.0,5,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,-2.0,2.0,0.0
1110,20140201141120,1,1.0,30.1,3,1.0,5.0,55,0,0.0,0.0,,1,2,2.0,,2.0,,,1.0,9565116.0,2.0,4.0,1,63.0,5,,,,2.0,2.0,2.0,1.0,,170.0,2.0,0.0
1111,20140201141122,1,1.0,25.1,3,1.0,5.0,50,10,0.0,0.0,,1,1,1.0,3.0,1.0,2.0,2.0,1.0,4769936.0,2.0,2.0,1,69.0,5,,1.0,2.0,1.0,2.0,1.0,3.0,2.0,170.0,2.0,0.0
1112,20140201141123,1,2.0,22.6,3,5.0,,20,15,0.0,0.0,,2,1,1.0,7.0,1.0,2.0,2.0,1.0,7234737.0,2.0,3.0,2,66.0,5,3.0,1.0,2.0,1.0,,,,2.0,140.0,2.0,0.0
1113,20140201141128,1,1.0,18.799999,3,1.0,,145,10,0.0,0.0,,2,1,1.0,4.0,1.0,3.0,2.0,1.0,1958029.0,2.0,1.0,1,62.0,5,,2.0,2.0,1.0,,2.0,2.0,,103.0,,0.0
1114,20140201141130,1,1.0,37.900002,1,1.0,5.0,60,0,0.0,0.0,,2,2,1.0,1.0,2.0,,,1.0,36200000.0,2.0,3.0,1,74.0,5,,1.0,2.0,1.0,,1.0,4.0,1.0,295.0,2.0,0.0
1115,20140201141135,1,1.0,32.099998,3,1.0,,20,4,0.0,0.0,2.0,1,1,1.0,4.0,1.0,2.0,1.0,1.0,1942347.0,2.0,1.0,1,71.0,5,,2.0,2.0,1.0,1.0,2.0,2.0,,230.0,,0.0
1116,20140201141136,1,1.0,36.599998,3,1.0,,30,60,0.0,0.0,,1,1,2.0,,2.0,,,1.0,1752755.0,2.0,3.0,1,65.0,5,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,220.0,2.0,0.0
1117,20140201141142,1,1.0,31.200001,3,1.0,5.0,20,0,0.0,0.0,,1,2,2.0,,1.0,3.0,2.0,1.0,4431281.0,2.0,2.0,1,60.0,5,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,160.0,2.0,0.0
1118,20140201141143,1,1.0,19.4,3,1.0,,20,180,0.0,0.0,,1,1,1.0,7.0,1.0,15.0,1.0,1.0,9740564.0,2.0,1.0,1,70.0,5,,2.0,2.0,3.0,2.0,1.0,4.0,,135.0,2.0,0.0
1119,20140201141144,1,2.0,21.6,3,3.0,5.0,75,5,0.0,0.0,,2,1,1.0,5.0,1.0,2.0,2.0,1.0,3176198.0,2.0,2.0,3,65.0,5,1.0,1.0,2.0,1.0,,1.0,2.0,2.0,130.0,2.0,0.0
1120,20140201141147,1,3.0,29.0,3,2.0,,20,0,0.0,0.0,,1,2,2.0,,2.0,,,3.0,1627604.0,2.0,2.0,1,66.0,5,,1.0,2.0,1.0,2.0,2.0,6.0,2.0,180.0,2.0,0.0
1121,20140201141151,1,2.0,17.200001,1,3.0,5.0,40,0,1.0,0.0,,2,2,2.0,,2.0,,,1.0,11500000.0,2.0,4.0,2,77.0,5,1.0,,,2.0,,,,,145.0,,0.0
1122,20140201141152,1,1.0,29.200001,3,1.0,5.0,55,60,0.0,0.0,2.0,1,1,1.0,5.0,1.0,1.0,2.0,1.0,3413361.0,2.0,2.0,2,72.0,5,,,,2.0,1.0,,,,215.0,2.0,0.0
1123,20140201141153,1,1.0,21.0,3,1.0,5.0,90,30,0.0,0.0,2.0,1,1,1.0,3.0,1.0,2.0,2.0,1.0,4463981.0,2.0,1.0,3,66.0,5,,,,2.0,1.0,2.0,1.0,,130.0,2.0,0.0
1124,20140201141154,1,1.0,25.0,2,1.0,,10,0,0.0,0.0,,2,2,1.0,1.0,1.0,2.0,1.0,1.0,12100000.0,2.0,3.0,2,75.0,5,-2.0,,,2.0,,,,,200.0,2.0,75.0
1125,20140201141159,1,1.0,30.0,1,1.0,1.0,70,60,0.0,0.0,,1,1,1.0,3.0,2.0,,,1.0,3377906.0,2.0,4.0,1,64.0,5,,1.0,2.0,1.0,2.0,1.0,1.0,2.0,175.0,2.0,0.0
1126,20140201141160,1,1.0,31.700001,3,1.0,5.0,30,308,0.0,0.0,,2,1,2.0,,1.0,8.0,2.0,1.0,6313530.0,2.0,2.0,1,69.0,5,,,,2.0,,1.0,4.0,,215.0,2.0,0.0
1127,20140201141161,1,1.0,21.799999,3,1.0,,95,11,0.0,0.0,,2,1,1.0,5.0,2.0,,,1.0,1321502.0,2.0,1.0,1,66.0,5,,1.0,2.0,1.0,,2.0,2.0,2.0,135.0,2.0,0.0
1128,20140201141164,1,1.0,31.4,3,1.0,5.0,30,0,2.0,0.0,1.0,1,2,2.0,,2.0,,,1.0,3204983.0,2.0,2.0,1,56.0,5,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,140.0,2.0,0.0
