Unnamed: 0,erbmi,ertpreat,eudrink,eueat,euexercise,eufastfd,eufdsit,euprpmel,eusoda,eugenhth,codified_bmi,codified_health
5905,28.1,0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3,1
5906,24.4,75,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2,1
5907,25.1,30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3,1
5908,21.9,30,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2,1
5909,30.9,105,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3,1
5912,24.4,120,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2,1
5914,32.099998,80,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3,1
5915,20.1,70,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2,1
5916,21.6,45,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2,1
5917,31.9,15,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3,1
5921,27.5,115,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3,1
5924,45.0,30,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3,1
5925,23.4,40,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2,1
5926,20.799999,35,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2,1
5927,25.6,20,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3,1
5929,22.5,80,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2,1
5930,23.5,80,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2,1
5931,26.4,38,1.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,3,1
5934,42.400002,60,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3,1
5937,24.9,110,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2,1
5939,25.799999,140,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3,1
5940,44.799999,120,1.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,3,1
5941,24.9,50,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2,1
5942,25.799999,25,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3,1
5943,40.700001,175,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3,1
5944,21.9,20,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2,1
5946,25.1,0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3,1
5952,24.9,10,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2,1
5953,26.1,50,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,3,1
5956,23.799999,255,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2,1
5960,23.1,40,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2,1
5961,23.700001,255,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2,1
5966,28.1,85,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3,1
5967,24.4,100,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2,1
5968,25.0,30,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3,1
5969,26.6,45,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3,1
5970,27.1,0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3,1
5971,19.6,30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2,1
5973,32.400002,60,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,3,2
5974,40.700001,30,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,3,2
5977,32.900002,90,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,3,1
5978,28.0,40,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3,1
5980,27.700001,37,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3,1
5981,23.799999,50,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,2,1
5982,29.299999,30,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3,1
5984,26.700001,70,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,3,1
5985,24.4,90,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2,1
5987,24.1,45,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2,1
5988,28.6,30,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3,1
5989,25.799999,30,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3,1
5990,21.0,60,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2,2
5992,34.299999,35,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,3,2
5993,29.799999,160,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3,1
5996,26.799999,60,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3,1
5997,25.1,105,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3,1
5998,26.6,45,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3,1
6001,31.4,120,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3,1
6002,28.200001,20,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3,1
6005,31.6,25,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3,1
6006,36.599998,75,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3,1
6007,27.5,30,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3,1
6008,28.200001,160,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3,1
6009,24.799999,45,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2,1
6010,28.700001,90,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3,1
6014,22.299999,20,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2,1
6015,30.200001,45,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3,1
6018,23.700001,185,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2,1
6019,22.700001,60,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2,1
6020,22.799999,45,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2,1
6022,28.0,90,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,3,2
6024,23.700001,105,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2,1
6025,26.4,45,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,3,1
6026,20.6,60,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,2,1
6030,25.0,40,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3,1
6031,21.799999,105,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2,1
6034,30.9,30,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3,1
6036,25.1,60,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3,1
6037,30.200001,45,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,3,1
6039,31.6,75,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3,1
6040,27.200001,60,1.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,3,2
6041,34.400002,20,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,3,2
6042,28.6,5,1.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,3,2
6044,23.200001,45,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2,1
6045,47.400002,25,1.0,1.0,2.0,1.0,3.0,1.0,1.0,4.0,3,2
6046,30.4,45,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3,1
6047,28.200001,150,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,3,2
6048,47.5,10,1.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,3,2
6049,31.299999,30,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3,1
6051,24.4,105,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,2,1
6052,30.4,170,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3,1
6053,25.700001,60,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3,1
6054,41.599998,45,1.0,2.0,2.0,1.0,1.0,2.0,1.0,5.0,3,2
6055,18.0,15,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1,1
6060,25.799999,50,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3,1
6061,21.6,150,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2,1
6062,22.700001,45,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2,1
6063,21.1,125,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2,1
6064,27.9,85,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3,1
6065,23.6,65,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2,1
6066,23.4,105,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2,1
6067,33.200001,60,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3,1
6068,38.599998,30,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3,1
6070,32.099998,70,1.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,3,1
6072,29.299999,75,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3,1
6073,22.0,32,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2,1
6075,18.700001,50,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2,1
6076,26.4,95,1.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,3,1
6077,26.5,45,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3,1
6079,19.299999,120,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2,1
6080,20.799999,75,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2,1
6081,24.700001,45,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2,1
6082,24.5,30,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2,1
6083,44.799999,120,1.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,3,1
6085,24.200001,90,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2,1
6086,30.9,110,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3,1
6088,30.9,40,1.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,3,2
6089,18.700001,35,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2,1
6090,38.0,90,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3,1
6092,33.5,150,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3,1
6094,36.900002,50,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3,1
6095,21.0,120,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2,1
6097,26.6,45,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3,1
6098,44.099998,65,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,3,2
6100,25.799999,30,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3,1
6101,32.900002,70,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3,1
6102,28.5,65,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3,1
6105,21.6,0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2,1
6108,27.5,90,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3,1
6109,26.6,20,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3,1
6111,35.200001,180,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,3,1
6112,29.799999,60,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,3,2
6113,37.099998,77,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,3,2
6114,22.299999,60,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2,1
6115,25.799999,30,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3,1
6116,32.099998,105,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,3,1
6117,31.9,150,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3,2
6118,35.299999,130,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3,1
6119,25.700001,33,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3,1
6122,28.1,55,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3,1
6123,28.200001,0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3,1
6124,38.099998,35,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3,1
6125,26.4,150,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3,1
6126,28.1,60,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3,1
6128,23.700001,80,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2,1
6130,27.799999,205,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3,1
6131,21.6,30,1.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,2,2
6132,26.5,30,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3,1
6133,20.200001,30,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2,1
6134,31.5,20,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3,1
6135,32.099998,22,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3,1
6136,22.6,0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2,1
6137,25.1,100,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3,1
6139,21.9,145,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1
6142,24.0,42,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2,1
6143,37.099998,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3,2
6144,36.0,10,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3,1
6146,25.299999,105,1.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,3,2
6147,28.9,75,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3,1
6150,25.6,90,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,3,1
6152,34.700001,10,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,3,1
6153,27.4,60,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3,1
6154,27.299999,60,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3,1
6156,23.4,50,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2,1
6157,28.5,105,1.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,3,1
6158,20.1,90,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2,1
6159,21.0,5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2,1
6161,33.400002,60,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3,1
6162,27.799999,90,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3,1
6163,33.099998,57,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3,1
6166,28.299999,30,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,3,2
6168,37.799999,60,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3,1
6169,27.299999,120,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3,1
6170,26.6,50,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3,1
6172,42.0,105,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,3,2
6173,31.6,75,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3,1
6175,47.299999,120,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3,1
6176,29.200001,90,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3,1
6177,23.0,20,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2,1
6178,21.799999,61,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2,1
6179,56.700001,50,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3,1
6180,19.1,10,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2,1
6185,25.799999,90,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3,1
6186,29.200001,40,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3,1
6187,27.299999,55,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3,1
6188,36.900002,30,1.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,3,2
6189,28.799999,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3,1
6190,21.9,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2,1
6191,24.0,30,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2,2
6193,25.700001,175,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3,1
6194,34.0,55,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3,1
6198,31.700001,45,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3,1
6200,21.9,60,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2,1
6201,24.6,20,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2,1
6202,30.4,60,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3,1
6203,27.700001,45,1.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,3,2
6204,25.0,90,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3,1
6205,24.799999,40,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2,1
6206,25.799999,210,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3,1
6207,30.299999,12,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,3,2
6208,31.0,135,1.0,1.0,2.0,2.0,1.0,2.0,1.0,5.0,3,2
6209,29.200001,30,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3,1
6210,33.0,135,1.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,3,2
6211,20.799999,115,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2,1
6214,39.700001,55,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3,1
6215,27.5,120,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3,1
6216,24.1,50,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2,1
6217,31.9,35,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3,1
6218,30.299999,20,1.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,3,1
6222,21.799999,40,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2,1
6224,25.0,75,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3,1
6225,28.299999,15,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3,1
6227,38.299999,30,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3,1
6228,28.299999,45,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3,1
6231,29.799999,63,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3,1
6232,29.4,0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,3,1
6236,27.4,60,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3,1
6237,26.700001,15,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3,1
6238,30.5,80,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3,1
6239,29.6,20,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3,1
6240,30.4,30,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3,1
6242,31.299999,30,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,3,1
6245,25.799999,75,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3,1
6246,23.6,105,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2,1
6247,24.200001,60,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2,1
6249,24.4,180,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2,1
6250,22.9,105,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2,1
6251,33.599998,120,1.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,3,2
6252,42.5,95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3,1
6253,19.799999,125,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2,1
6254,20.4,11,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,2,1
6257,23.200001,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1
6258,25.1,75,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3,1
6261,21.200001,105,1.0,1.0,2.0,2.0,1.0,3.0,1.0,5.0,2,2
6265,25.5,80,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3,1
6267,29.0,30,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3,1
6268,26.200001,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3,1
6270,23.700001,115,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2,1
6271,30.5,60,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,3,1
6272,18.799999,65,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2,1
6273,48.700001,180,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3,1
6274,27.6,90,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,3,1
6278,25.700001,20,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,3,2
6279,24.9,25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2,1
6281,28.0,30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3,1
6282,26.6,80,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3,1
6285,25.799999,65,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,3,1
6286,27.1,15,1.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,3,1
6292,20.5,100,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,2,1
6295,25.0,30,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3,1
6296,35.700001,80,1.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,3,2
6298,24.299999,100,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2,1
6302,28.5,60,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3,1
6303,26.6,60,1.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,3,2
6304,25.1,70,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,3,1
6305,23.0,10,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,2,2
6306,54.900002,105,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3,1
6307,20.0,60,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2,1
6308,26.200001,0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,3,2
6309,22.700001,90,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2,1
6310,23.700001,120,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,2,1
6312,19.4,55,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2,1
6313,23.1,180,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2,1
6314,34.0,50,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,3,1
6316,32.700001,90,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3,1
6319,39.900002,30,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,3,1
6320,46.599998,90,1.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,3,1
6322,28.6,50,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3,1
6323,31.4,105,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3,1
6326,33.900002,20,1.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,3,2
6329,23.4,50,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2,1
6330,25.799999,90,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3,1
6331,38.900002,45,1.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,3,2
6334,28.0,60,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3,1
6335,20.4,50,1.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,2,2
6336,24.4,135,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2,1
6337,50.799999,190,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,3,2
6339,27.6,165,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,3,1
6340,22.299999,135,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2,1
6342,34.900002,60,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,3,2
6344,26.799999,0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3,1
6345,27.5,60,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3,1
6347,23.700001,68,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2,1
6348,29.299999,30,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3,1
6349,37.599998,40,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,3,2
6350,29.299999,180,1.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,3,2
6353,25.299999,40,1.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3,1
6354,29.6,120,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,3,2
6355,31.0,200,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,3,1
6357,30.0,0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,3,1
6358,20.0,90,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2,1
6360,29.299999,60,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,3,1
6362,27.1,110,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3,1
6363,24.4,85,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2,1
6364,22.4,135,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2,1
6365,25.700001,62,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3,1
6366,21.0,45,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2,1
6367,30.0,70,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3,1
6368,19.5,75,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2,1
6370,28.299999,60,1.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,3,1
6371,23.700001,40,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2,1
6372,22.5,50,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2,1
6373,21.799999,60,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2,1
6374,29.299999,0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3,1
6375,30.799999,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,1
6376,35.0,40,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3,2
6377,16.799999,0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1,1
