Unnamed: 0,erbmi,ertpreat,eudrink,eueat,euexercise,eufastfd,eufdsit,euprpmel,eusoda,eugenhth,codified_bmi,codified_health
3048,25.799999,60,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3,1
3049,32.299999,40,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3,1
3050,30.1,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3,1
3051,30.799999,50,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,3,1
3054,25.4,20,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3,1
3057,32.700001,60,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,3,2
3058,22.4,20,1.0,1.0,2.0,2.0,1.0,1.0,2.0,5.0,2,2
3059,20.0,105,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2,1
3060,20.299999,150,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2,1
3063,24.4,60,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2,1
3064,26.299999,120,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3,1
3065,28.700001,61,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3,1
3066,20.5,30,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2,1
3067,25.5,310,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3,1
3068,32.099998,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3,1
3071,25.799999,30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3,1
3072,43.599998,60,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3,1
3074,33.900002,75,1.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,3,1
3076,22.5,100,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2,1
3079,20.5,40,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2,1
3080,20.5,44,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2,1
3083,22.4,75,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2,1
3085,28.200001,0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3,1
3086,24.4,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2,1
3088,53.200001,45,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,3,1
3089,40.700001,75,1.0,1.0,2.0,1.0,1.0,3.0,1.0,4.0,3,2
3090,37.099998,20,1.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,3,1
3091,32.299999,90,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3,1
3092,20.0,100,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2,1
3094,25.0,70,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,3,2
3095,33.5,30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3,1
3096,30.6,60,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3,1
3097,47.400002,30,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3,1
3099,27.0,90,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3,1
3100,29.299999,85,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,3,1
3101,29.0,75,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3,1
3105,19.6,40,1.0,2.0,2.0,2.0,3.0,1.0,2.0,4.0,2,2
3107,17.799999,120,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1,1
3108,27.4,55,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3,1
3110,36.299999,0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,3,2
3111,24.4,135,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2,1
3112,34.0,85,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3,1
3115,27.299999,45,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3,1
3118,40.299999,45,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,3,2
3119,35.299999,75,1.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,3,2
3122,30.0,90,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,3,1
3123,23.1,75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2,1
3124,30.200001,60,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3,1
3125,25.6,20,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,3,1
3126,28.5,135,1.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,3,1
3128,25.0,75,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3,1
3130,21.6,20,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2,1
3132,30.299999,120,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,3,2
3133,36.799999,15,1.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,3,2
3136,24.9,30,1.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2,1
3137,19.799999,30,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,2,2
3138,31.9,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3,1
3139,27.1,50,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3,1
3140,20.200001,30,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2,1
3142,23.200001,0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2,1
3143,25.5,80,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,3,1
3145,28.200001,120,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,3,1
3146,24.200001,45,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2,1
3147,23.4,110,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,2,1
3150,24.9,75,1.0,1.0,2.0,1.0,1.0,2.0,2.0,5.0,2,2
3151,23.4,60,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2,1
3152,19.0,45,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2,1
3154,32.299999,30,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3,1
3155,48.799999,15,1.0,1.0,2.0,2.0,1.0,1.0,2.0,5.0,3,2
3161,40.200001,30,1.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,3,2
3162,29.200001,75,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3,1
3163,29.799999,30,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3,1
3164,27.299999,40,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3,1
3166,35.400002,60,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3,1
3168,47.099998,0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,3,2
3170,35.599998,70,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3,1
3171,30.700001,120,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3,1
3176,26.5,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3,1
3177,23.700001,120,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2,1
3180,25.799999,90,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,3,1
3182,23.0,90,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2,1
3183,34.400002,10,1.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,3,1
3186,27.799999,40,1.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,3,2
3187,28.1,30,1.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,3,2
3190,21.0,70,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2,1
3194,36.099998,80,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3,2
3195,31.200001,30,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3,1
3197,29.299999,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3,1
3199,43.5,30,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,3,1
3200,28.1,30,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3,2
3203,23.700001,60,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2,1
3206,27.5,30,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3,1
3207,23.0,105,1.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,2,2
3209,23.4,65,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2,1
3211,30.1,60,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3,1
3212,35.099998,90,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,3,2
3215,24.4,130,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2,1
3216,30.700001,80,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,3,1
3217,24.6,60,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2,1
3218,29.299999,120,1.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,3,1
3220,20.799999,80,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2,1
3222,21.0,60,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2,1
3224,42.900002,90,1.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,3,2
3225,26.6,20,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3,1
3226,25.200001,35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,1
3227,25.4,40,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3,1
3230,13.0,90,1.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,1,1
3235,24.4,50,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,2,2
3236,37.099998,60,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3,1
3238,25.700001,55,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3,1
3241,25.700001,70,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3,1
3245,25.700001,30,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3,1
3246,34.299999,20,1.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,3,2
3247,25.799999,45,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3,1
3248,29.5,150,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3,1
3249,27.5,30,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3,1
3251,31.299999,75,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3,1
3252,22.9,75,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2,1
3253,23.6,60,1.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2,1
3254,35.700001,80,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3,1
3256,25.4,30,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3,1
3257,30.9,210,1.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,3,1
3259,22.700001,30,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2,1
3260,20.700001,80,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2,1
3261,31.700001,45,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3,1
3265,18.0,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1
3266,24.0,30,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2,1
3274,20.9,30,1.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,2,2
3277,38.0,90,1.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,3,2
3278,28.299999,60,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3,1
3279,24.9,75,1.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,2,1
3280,26.700001,20,1.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,3,1
3281,22.700001,20,1.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,2,1
3282,22.5,80,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2,1
3283,33.200001,30,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3,1
3285,20.0,35,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2,1
3286,27.299999,148,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3,1
3287,26.4,40,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,3,1
3288,24.4,60,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2,1
3290,21.9,30,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2,1
3291,20.200001,90,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2,1
3292,30.200001,90,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3,1
3293,39.700001,30,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3,1
3294,23.6,90,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2,1
3295,27.4,90,1.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,3,2
3296,25.1,80,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3,1
3297,34.0,30,1.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,3,2
3298,26.4,35,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3,1
3300,23.0,84,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2,1
3301,31.200001,90,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3,1
3302,25.1,30,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3,1
3303,21.1,75,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2,1
3304,41.0,60,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,3,2
3307,23.299999,30,1.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,2,2
3308,29.799999,60,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3,1
3309,23.700001,20,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2,1
3310,21.5,30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1
3311,28.9,60,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3,1
3312,22.700001,90,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2,1
3313,25.799999,60,1.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,3,2
3315,25.6,80,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3,1
3317,22.299999,0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2,1
3318,35.900002,65,1.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,3,2
3319,23.700001,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1
3321,28.700001,65,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3,1
3322,20.799999,150,1.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,2,1
3324,33.400002,30,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,3,1
3325,29.299999,45,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3,1
3330,29.6,60,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3,2
3331,36.5,0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,3,2
3333,26.6,40,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3,1
3335,23.6,45,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2,1
3336,29.200001,135,1.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,3,1
3337,31.6,90,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3,1
3338,20.299999,70,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2,1
3345,30.799999,90,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3,1
3347,23.200001,20,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2,1
3354,32.200001,30,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3,1
3356,28.299999,10,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3,1
3358,26.6,60,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3,1
3360,22.299999,90,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2,1
3361,24.9,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2,1
3362,24.4,65,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2,1
3366,22.6,30,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2,1
3367,28.700001,60,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3,1
3368,28.6,180,1.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,3,1
3369,28.6,60,1.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,3,1
3370,22.799999,80,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2,1
3373,32.0,0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,3,1
3375,25.4,60,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3,1
3376,30.1,50,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3,1
3377,32.5,20,1.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,3,1
3378,24.1,55,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2,1
3380,26.1,30,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,3,1
3384,23.0,70,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1
3389,23.4,45,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2,1
3390,21.5,45,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2,1
3392,49.299999,30,1.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,3,2
3394,26.4,40,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3,1
3395,25.700001,50,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,3,1
3396,27.4,20,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3,1
3397,23.700001,0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2,1
3398,23.5,60,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2,1
3401,29.799999,90,1.0,2.0,1.0,2.0,1.0,3.0,1.0,4.0,3,2
3402,23.799999,10,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2,1
3403,25.799999,115,1.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,3,1
3406,34.900002,85,1.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,3,1
3407,26.1,20,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3,1
3409,42.099998,90,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3,1
3413,27.1,60,1.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,3,1
3414,29.299999,30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3,1
3417,27.4,130,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3,1
3418,19.6,30,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2,1
3419,24.4,90,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2,1
3422,22.9,30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1
3423,31.9,120,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,3,2
3424,26.6,45,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3,1
3426,22.6,80,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2,1
3427,27.200001,15,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3,1
3428,26.299999,10,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,3,1
3429,23.6,100,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2,1
3430,26.4,90,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3,1
3432,25.799999,170,1.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,3,1
3433,26.6,205,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3,1
3434,22.299999,30,1.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2,1
3436,45.599998,0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,3,2
3437,24.0,15,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2,1
3438,30.799999,35,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3,1
3439,29.1,135,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3,1
3443,27.299999,31,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,3,2
3444,22.799999,5,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2,1
3445,29.0,75,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3,1
3446,29.200001,105,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,3,1
3448,27.9,10,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3,1
3449,27.5,10,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3,1
3451,34.700001,15,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3,1
3452,28.1,80,1.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,3,1
3453,26.9,50,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3,1
3454,32.0,45,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3,1
3458,32.099998,70,1.0,2.0,2.0,1.0,3.0,1.0,2.0,4.0,3,2
3460,24.4,70,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1
3462,27.0,145,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3,1
3464,33.700001,120,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,3,1
3465,27.4,50,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3,1
3466,27.0,45,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3,1
3467,27.6,210,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3,1
3470,20.4,60,1.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,2,2
3471,28.9,60,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3,1
3472,29.799999,30,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,3,2
3473,24.0,80,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2,1
3474,30.1,40,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3,1
3475,41.700001,50,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,3,1
3478,25.799999,60,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3,1
3480,23.200001,45,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2,1
3482,17.9,50,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1,1
3484,21.299999,23,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2,1
3486,20.799999,30,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2,1
3487,31.9,135,1.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,3,1
3488,38.099998,75,1.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,3,2
3489,30.299999,120,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3,1
3490,39.900002,0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3,1
3493,37.299999,50,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3,1
3497,25.799999,80,1.0,2.0,1.0,2.0,1.0,1.0,2.0,5.0,3,2
3498,22.5,60,1.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,2,1
3499,25.1,330,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3,1
3500,21.0,85,1.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,2,1
3501,24.200001,0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2,1
3502,22.0,85,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2,1
3504,24.4,30,1.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,2,2
3506,25.799999,100,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3,1
3507,34.900002,30,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3,1
3508,25.0,25,1.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,3,1
3509,23.6,30,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2,2
3510,24.6,90,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2,1
3511,27.4,60,1.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,3,1
3512,44.599998,165,1.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,3,2
3513,27.1,85,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,3,1
3514,20.799999,90,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2,1
3515,23.299999,70,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2,1
3518,26.1,85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,1
3519,48.700001,45,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,3,2
3520,21.700001,75,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2,1
3521,26.1,110,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3,1
3522,27.5,105,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,3,2
3523,26.6,50,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3,1
3525,58.400002,35,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,3,2
3526,22.700001,85,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2,1
3527,28.4,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3,1
3528,27.1,25,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3,1
3529,25.700001,105,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3,1
3532,30.799999,120,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3,1
3534,21.1,45,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2,1
3535,26.299999,65,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3,1
3537,46.900002,65,1.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,3,2
3538,39.099998,91,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3,1
3539,24.4,230,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2,1
3540,31.299999,105,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3,1
3543,35.799999,48,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3,1
3545,31.6,25,1.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,3,2
3546,32.5,45,1.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0,3,2
3548,22.0,0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,2,2
3549,26.6,75,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3,1
3551,22.9,180,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2,1
3552,31.299999,30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3,1
3553,27.4,5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3,1
3554,30.299999,110,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3,1
